song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP2049,Sort star herself.,Tammy Davis,Single.,Hip-Hop,22/02/09,230,7,88145315,English,Yes,Def Jam,Steven Leonard,Natalie Stephens MD,William Williams
SP2050,Body listen.,Michael Ramirez,Order big.,Folk,06/02/21,201,38,98054262,Spanish,No,Indie,Jason Benton,David Carter,
SP2051,Reality interest.,Christina Quinn,Quite task.,Hip-Hop,21/07/96,198,76,14486543,Korean,Yes,Universal Music,Edward Scott,Devin Johnson,
SP2052,Pretty hundred.,Dylan Bass,Any I.,Hip-Hop,12/10/16,192,53,95449585,English,Yes,Universal Music,Jonathan Moore,Cindy Cabrera,
SP2053,Floor pull camera.,Alicia Lopez,Form marriage.,Country,28/02/99,226,3,70562139,English,Yes,Sony Music,Tammy Williams,Gabrielle Kirby,
SP2054,Federal trip.,Brandon Poole,Hair be.,Pop,18/10/16,,38,88435068,English,Yes,Def Jam,Ronald Davidson,Kylie Montgomery,
SP2055,My color else.,Savannah Rodriguez,Late.,Hip-Hop,21/09/17,,57,18487301,,No,Atlantic Records,Christina Larson,Michelle Murphy,Jeffrey Burton
SP2056,Institution baby.,Dustin Brown,Prevent.,Pop,08/02/19,246,74,91450078,English,No,Indie,Mrs. Brenda Edwards,Kimberly White,Heather Hill
SP2057,Rate open save cultural.,Erica Tran,Statement raise.,Hip-Hop,20/12/00,198,96,21033860,English,No,Atlantic Records,Steve Cowan,Charles Swanson,Tyler White
SP2058,Together just energy.,Michelle Burns PhD,Set.,Pop,04/03/14,172,54,50857132,English,No,Universal Music,Christopher Harris,Kristi Hart,
SP2059,Than paper.,Andrea Ramirez,Race receive.,Electronic,08/09/03,228,45,85394253,English,Yes,Universal Music,Ashley Juarez,Heather Blake,
SP2060,Own thus.,Meredith Hancock,Always similar.,Electronic,24/06/08,262,3,4477965,French,No,Indie,Alec Berry,Douglas Aguirre,William Wood
SP2061,Add our.,Kendra Simon,Who language.,Jazz,19/07/10,160,64,26967264,English,No,Atlantic Records,Brandi Stevens,Claire Roberts,
SP2062,Movement management.,Steven Hayes,Group receive.,Jazz,03/01/13,150,50,77454935,English,No,Def Jam,Cathy Johnson,Diane Osborne,
SP2063,Concern final seek.,Tommy Delgado,Put ago.,Pop,21/10/08,277,76,17130722,English,Yes,Atlantic Records,Jessica Patterson,Catherine Lopez,
SP2064,Four truth form.,Laurie Matthews,Economic environment.,Reggae,22/08/24,337,5,24926015,English,No,Def Jam,Nicole Allen,Kathy Mills,
SP2065,Street where.,Jonathan Freeman,Pm.,Electronic,19/12/00,275,14,89138969,Korean,Yes,Warner Music,Vincent Ward,Dylan Conner,
SP2066,Then keep.,Diane Cook,Might act.,Pop,20/03/08,305,76,52372202,English,No,Warner Music,Caleb Huerta,Lynn Walker,
SP2067,Play resource scene.,Cheyenne Higgins,Return hospital.,Electronic,14/07/07,228,29,50779211,English,Yes,Warner Music,Susan Dominguez,Dean Robinson,
SP2068,City fast chance.,Anne Johnson,Impact receive.,R&B,13/09/23,264,86,57247306,English,Yes,Indie,Amy Morris,James Hodges,Eddie Lee
SP2069,Natural degree.,Misty Nielsen,Product activity.,Folk,27/06/09,262,76,45122880,English,Yes,Indie,Steven Flowers,Stacey Kelley,Christian Smith
SP2070,Leader speak.,Karen Allen DDS,Successful.,Country,07/03/00,327,97,18340360,English,Yes,Universal Music,Kristina Reed,Jacob Thompson,
SP2071,East off reduce.,Jonathan Brown,Just boy.,Pop,20/01/07,248,28,41418042,English,Yes,Warner Music,Jeffery Powell,Paige Palmer,
SP2072,Customer gun.,Eric Gomez,Simply.,Pop,22/04/00,222,65,54109509,English,Yes,Def Jam,Melanie Adkins,Carla Hill,
SP2073,City forget almost.,Jennifer Hunter,Interest south.,Country,31/05/04,226,50,35327964,English,No,Warner Music,Yvonne Mitchell,Kendra Nelson,
SP2074,Six share amount.,Matthew Jacobson,Itself major.,Electronic,17/12/05,308,3,33144889,Spanish,No,Def Jam,Richard Olson,Jamie Myers,
SP2075,Evidence federal effect.,Jorge Burton,Skill.,Hip-Hop,26/02/02,224,85,6636798,Spanish,No,Atlantic Records,Benjamin Mckee,Zachary Wong,
SP2076,Car.,Nathan Brown,It.,Pop,27/07/00,266,2,95349065,English,No,Atlantic Records,Tina Ford,Sean Reese,Daniel Vincent
SP2077,Available war support.,Amy Leach,Edge.,Electronic,12/03/18,223,1,5605854,English,No,Warner Music,Ronnie Torres,Brandon White,Caitlyn Freeman
SP2078,Loss table.,Lisa Sanders,Office race.,Folk,22/10/03,277,24,24436394,English,Yes,Sony Music,Michael Gomez,William Gibson,Dylan Thompson
SP2079,Look this leg.,Joe Melendez MD,Agent.,Hip-Hop,25/07/05,254,75,79742072,English,No,Universal Music,Jacob Mcgee,Bruce Campbell,Jimmy Lynch
SP2080,Many letter.,Sharon Ayers,Style.,Jazz,23/06/08,243,52,82630902,English,Yes,Sony Music,Rebecca Nichols,Sheila Carrillo,Randy House
SP2081,Leave note keep.,Christy Anderson,Growth could.,Electronic,23/03/23,261,93,68370839,German,No,Sony Music,David Fields,Sean Hicks,Ashley Russell
SP2082,Interesting worry.,Christina Soto,Bed.,Pop,05/10/03,239,6,99857356,English,Yes,Warner Music,John Macias,Christopher Brown,
SP2083,Where explain forward.,Diana Hart,No certain.,Hip-Hop,01/07/97,168,53,11369908,French,No,Indie,Daniel Fitzgerald,David Medina,
SP2084,Whom conference.,Chelsea Anderson,Smile single.,Pop,11/09/13,187,35,28189979,,No,Warner Music,Wayne Chapman,Glen Mclean,
SP2085,Industry born church.,Dr. Regina Mueller,Project.,Electronic,26/06/16,217,75,83055761,English,No,Atlantic Records,Anthony Curry MD,Derek Perkins,
SP2086,Wife here pull.,Brenda Williams,Second meet.,Reggae,01/11/98,257,21,27003727,Spanish,No,Def Jam,Jeffrey Baker,Kimberly Hodges,
SP2087,West grow.,Brandon Fisher MD,Cause.,Pop,30/01/11,232,58,69623952,English,No,Atlantic Records,Donna Khan,Matthew Buchanan,Barbara Jones
SP2088,Collection lead.,Crystal Nichols,Hour watch.,Pop,23/11/00,330,22,23993540,English,No,Universal Music,James Smith,Mallory Diaz,
SP2089,Certain whole.,Robert Garrison,Call.,Hip-Hop,11/02/22,205,55,76341429,English,Yes,Sony Music,Tammy Taylor,Jenna Hanna,
SP2090,Prevent economy important.,Nicole Brown,Until.,Hip-Hop,27/01/13,253,80,92043232,English,Yes,Universal Music,Nicole Todd,Ronald Orozco,
SP2091,View per.,Dr. Matthew Harris,Car little.,Hip-Hop,28/04/11,297,32,9333961,German,No,Sony Music,David Wright,Nicole Rush,
SP2092,Pretty plant ready.,John Mcdaniel,Clearly man.,Pop,09/07/16,301,70,8490611,English,Yes,Warner Music,Ethan Knight,Trevor Martin,
SP2093,Three serious.,Michael Walker,Serious then.,Electronic,17/01/99,339,63,64926626,English,Yes,Sony Music,Kristen King,Vanessa Marshall,Steven White
SP2094,Pretty direction.,Eric Garcia,How.,Pop,12/06/24,,27,75576267,English,Yes,Universal Music,Tracey Ayala,Randy Morris,
SP2095,Bar.,Adam Sanchez,Education down.,Pop,22/08/22,195,22,43013875,English,Yes,Universal Music,Elizabeth Turner,Carol Baker,
SP2096,Next teach.,Stephanie Reyes,Never.,Pop,24/01/98,238,35,7038393,English,Yes,Atlantic Records,Crystal Jackson,Jason Jones,
SP2097,Half store.,Nicole Williams,Dinner simply.,Pop,29/09/00,188,89,56037409,English,No,Sony Music,Bonnie Short,John Spence,
SP2098,Add away.,Rebecca Smith,Interesting than.,Pop,06/05/11,297,14,64487909,Spanish,No,Universal Music,Ashlee Murphy,Kathleen Combs,
SP2099,Goal be.,Karen Porter,Reveal Mr.,Electronic,01/03/23,249,38,86807559,English,Yes,Indie,Kristina Coleman,Megan Gomez,Bradley Russell
SP2100,Fund ability.,Alicia Gomez,Range share.,Country,05/09/22,274,52,12492505,Spanish,No,Universal Music,Daniel Ochoa,Dr. Gregory Burke,
SP2101,Learn use never.,Dawn Smith,Floor.,Jazz,16/06/05,,12,66815133,English,Yes,Warner Music,John Palmer,Kelli Jackson,
SP2102,Wonder score.,Amy Bailey,Evening manage.,Electronic,21/06/14,215,55,21520470,Spanish,No,Def Jam,Joseph Hayes,Luis Morgan,Alicia Murray
SP2103,Fall theory.,Stephanie Ford,Age interesting.,R&B,15/06/14,,36,82395786,,Yes,Warner Music,Kristin Glover,Andrew Taylor,
SP2104,Serious our.,Denise Combs,Prove.,Pop,17/02/97,232,63,36752097,French,No,Warner Music,Tiffany Garrison,Johnny Larson,Jacob Thomas
SP2105,Reason.,Mark Moore,Test.,Electronic,28/06/12,206,78,7542466,Italian,Yes,Def Jam,David Edwards,Haley Wilson,
SP2106,The simple life.,Paula Anderson,Language practice.,Hip-Hop,13/01/99,200,88,21338239,English,Yes,Universal Music,Alexandra Alvarez,William Santiago,Jacqueline Smith
SP2107,Those fall another.,Brian Flores,Modern.,Electronic,02/12/12,238,6,72960515,French,No,Def Jam,Susan Williams,Shannon Cook,
SP2108,Time top charge.,Leonard Jones,Create whose.,Jazz,29/04/17,200,68,52380600,English,No,Indie,Janice Jones,Victoria Hill,
SP2109,Provide.,Melissa Dixon,Generation ready.,Hip-Hop,29/01/19,180,31,11408581,English,Yes,Indie,Joseph Walls,Martin Smith,
SP2110,Travel someone.,Sharon Murphy,Phone.,Country,13/10/03,149,64,86086017,English,Yes,Def Jam,Christian Quinn,Karen Ramsey,
SP2111,Eat simply.,James Bell,Age.,Electronic,25/07/97,149,69,18338922,English,Yes,Warner Music,Michelle Roberts,Hannah Brown,
SP2112,Policy day.,Patrick Murphy,Than up.,Country,05/04/01,351,3,36347119,German,Yes,Atlantic Records,Diana Gonzalez,Debbie Collier,Jose James
SP2113,Child throughout ground.,Darryl Beasley,Cover.,Pop,28/05/15,177,85,66008187,English,No,Universal Music,Jason Taylor,Sandra Singh,
SP2114,Cultural their light.,Joe Higgins,Oil society.,Pop,19/06/12,288,70,5807107,English,No,Indie,Cody Murphy,Samantha Green,Wendy Shannon
SP2115,Nice source cold.,Cindy Henderson,Song Mrs.,Electronic,31/05/05,156,99,85494495,French,No,Atlantic Records,Vanessa Montes,Janet Harris,Katherine Kennedy
SP2116,Woman down my.,Mr. Andrew Espinoza DVM,Role.,Pop,21/03/96,,88,28888981,English,No,Warner Music,Monica Smith,Teresa Rodriguez,
SP2117,Lead.,Valerie Watkins,With identify.,Hip-Hop,16/10/95,274,34,27380979,English,Yes,Warner Music,Linda Hurst,Gregory Perry,Richard Woods
SP2118,As money full.,Andrea Hartman,Similar.,Electronic,24/10/10,316,6,20125980,English,Yes,Sony Music,David Abbott,Taylor Lopez,Jennifer Riddle
SP2119,Seem friend kid resource.,Bryan Wood,Attention.,Hip-Hop,11/12/07,273,94,35246451,English,Yes,Universal Music,Ronald Moyer,Jamie Harris,
SP2120,Walk industry.,Michael Anthony,Choose wonder.,Electronic,15/07/20,171,87,87417030,English,Yes,Warner Music,Matthew Mitchell,Kimberly Cisneros,
SP2121,Discussion first.,Heather Mendez,Expect establish.,Classical,13/08/98,,96,93576065,English,No,Warner Music,Tracy Howard,Victor Lopez,
SP2122,But health rest.,Alicia Stone,Whom.,Pop,25/02/04,248,24,95189116,English,Yes,Atlantic Records,Diamond Ramirez,Andrea Kirk,Lisa Mosley
SP2123,Million address.,Kevin Morris,Cut worker.,R&B,28/12/05,272,60,71037943,Korean,Yes,Atlantic Records,Ryan Mccormick MD,Elizabeth Davis,
SP2124,Area figure occur.,Elizabeth Lee,Former.,Country,16/10/09,235,53,50218774,Spanish,Yes,Def Jam,Kathleen Brown,Matthew Myers,Erika Avila
SP2125,Officer.,Mark Evans,Stuff.,Jazz,28/05/01,213,47,6373119,Japanese,Yes,Indie,Sara Harrison,Michelle Arnold,
SP2126,Occur agreement network.,Victoria Clark,Movie suffer.,Hip-Hop,05/07/00,186,67,98124652,,Yes,Universal Music,Stephen Avery,Natalie Burnett,
SP2127,Realize store authority.,Timothy Wilkinson,Game.,Hip-Hop,03/11/07,242,27,5515124,,No,Sony Music,Ryan Delgado,John Paul,
SP2128,Past rate.,Michael Smith,Enough.,Pop,07/02/11,274,31,86010846,Korean,No,Def Jam,Pamela Harris,Amanda Pena,
SP2129,Air society.,Deborah Garcia,However.,Electronic,30/04/18,177,6,85370946,Spanish,No,Warner Music,Taylor Bell,Erica Bishop,
SP2130,Out no class.,Alan Fernandez,Win.,Country,02/06/06,263,97,25616526,English,No,Def Jam,Brian Hawkins,Patrick Hardy,Benjamin Saunders
SP2131,Carry.,Julie Chapman,Stay.,Classical,19/07/05,,54,18542199,English,No,Sony Music,Nicholas Hernandez,Lisa Walker,Douglas Gutierrez
SP2132,See production investment.,Jason Warner,West leg.,Electronic,03/05/23,161,75,62715489,English,Yes,Def Jam,Joshua Duke,Mario Merritt,Sandy Clayton
SP2133,Require interest protect.,Michele Zimmerman,Reflect.,Pop,28/11/07,,38,49982479,English,Yes,Universal Music,Tiffany Hale,Sarah Bradley,
SP2134,Million little.,Jill Cooper,Conference return.,Pop,19/12/11,258,85,10495643,,No,Def Jam,Johnny Petersen,William Gonzales,
SP2135,Gun fast note.,Randy Montoya,Always.,Hip-Hop,04/01/07,212,45,67204413,French,Yes,Indie,Edward Willis,Gregory Hooper,Jennifer Green
SP2136,Would.,Stephanie Wright,Party.,Electronic,12/04/05,275,99,81702025,English,No,Def Jam,Amanda Baker,Aaron Estrada,Dwayne Hawkins
SP2137,Course at.,Elizabeth Miller,Race.,Hip-Hop,14/09/12,241,13,18145953,Spanish,Yes,Atlantic Records,Sara Harrison,Mariah Austin,
SP2138,Detail official bad.,Sara Gallegos,Speech.,Country,17/03/95,187,5,62663528,English,No,Universal Music,Stephen Mays,Alyssa Harrington,Donna Brown
SP2139,Camera only once.,Jason Cook,Article country.,Pop,26/12/06,132,17,78664368,English,Yes,Indie,Arthur Long,Eric Barr,
SP2140,Without card.,Henry Santos,Share PM.,Classical,04/08/14,265,7,63837444,English,Yes,Indie,Kimberly Rosario,Brendan Harris,
SP2141,Your situation.,Connie Griffin,Yes.,R&B,22/07/03,245,26,25097179,Spanish,Yes,Warner Music,Mrs. Katie Johnson,Lisa Miranda,Adam Lowe
SP2142,Response throughout.,Michael Alvarez,Score focus.,Classical,02/01/24,228,7,20828528,English,Yes,Def Jam,Eric Powell,Justin Wilson,
SP2143,Push technology.,Brian Haley,Improve.,Pop,13/10/04,188,82,89168682,English,No,Warner Music,Amber Ryan,Brittany Henderson,
SP2144,Wind analysis.,Mr. Gavin Clark,Reality.,Folk,13/12/10,288,88,46825555,English,Yes,Universal Music,Matthew Hansen,Caitlin Hanna,
SP2145,See image more.,Cheryl Diaz,Company.,Electronic,14/01/05,230,48,58688644,Italian,No,Def Jam,Richard Coleman,Christian Schmidt,
SP2146,Out program and.,William Lopez,Only fire.,Hip-Hop,05/06/23,,18,1866213,French,Yes,Atlantic Records,Matthew Cox,Amanda Austin,Charles Bender
SP2147,Across pressure.,Amber Henry,Effect.,Reggae,30/05/24,236,79,82270953,English,Yes,Sony Music,Victor Nielsen,Alexander Anderson,Patricia Adams
SP2148,Official leg.,Michelle Santos,Event.,Pop,09/11/96,173,1,4555306,Spanish,No,Sony Music,Joe Guerrero,Aaron Perez,Patrick Olson
SP2149,Drive enough teacher.,Eric Navarro,Agreement.,Hip-Hop,08/05/02,186,58,67201288,English,No,Def Jam,Sherry Jones,Bradley Best,Joseph Ruiz
SP2150,Generation south across.,Laura Cook,Financial walk.,Pop,09/06/07,416,15,97860609,English,Yes,Def Jam,Andrew Graham,Jennifer Estrada,
SP2151,Catch to.,Michael Martin,Herself just.,Hip-Hop,14/09/98,212,30,1950563,English,No,Indie,Jamie Patterson,Melissa Carter,
SP2152,Democrat.,Bryan Burke,Benefit.,Electronic,04/11/00,,91,39923633,Spanish,Yes,Indie,Cynthia White,Sandy Clark,
SP2153,He within building.,Benjamin Burton,Great.,Pop,24/09/19,235,73,64440239,English,No,Universal Music,Kerry Stokes,Brittany Chang,
SP2154,Huge rise until.,Malik Clark,Yourself fish.,Electronic,05/04/21,208,2,20472286,English,No,Indie,Ashley Lambert,Jaime Miller,Nathan Brandt
SP2155,Fall statement.,Erin Hendrix,Spring effort.,Pop,30/07/03,279,63,52450780,German,No,Def Jam,Anna Kent,Angela Robinson,
SP2156,Win understand occur.,Reginald Ward,Leave recognize.,Reggae,02/10/04,225,93,53729527,Korean,No,Sony Music,Joseph Mckay,Jacob Morgan,Amy Lee
SP2157,Social develop.,Michelle Young,Generation there.,Electronic,01/06/13,329,21,82391861,English,Yes,Warner Music,Debra Zuniga,Darren Hawkins,Elizabeth Miller
SP2158,Artist modern its.,Kylie Holder,Television section.,Hip-Hop,05/01/12,324,16,56607417,,No,Universal Music,Jamie Foster DVM,David Andrews,
SP2159,Message program.,Justin Brown DDS,Word but.,Hip-Hop,20/11/12,195,5,17363262,English,No,Def Jam,David Ewing,Suzanne Williams,
SP2160,Suffer stop.,William Harris,Long.,Hip-Hop,31/01/21,212,29,35547709,English,No,Def Jam,Justin Sandoval,Terry Miller,
SP2161,Stuff sit show.,Diana Bryant,My.,Pop,19/04/23,242,7,40283156,Spanish,No,Universal Music,Sandra Hart,Julia Nguyen,William Hanna
SP2162,Home for middle.,Annette Washington,Again.,Electronic,04/10/19,302,93,7411292,English,No,Warner Music,Courtney Cruz,Carrie Price,
SP2163,Government across.,Gabriel Robles,Contain future.,Electronic,11/06/00,218,15,57044323,English,Yes,Universal Music,Shannon Hernandez,Carolyn Franklin,
SP2164,Despite health budget.,Bianca Boyd,Benefit.,Electronic,24/01/22,322,11,13081061,Korean,Yes,Indie,Rachel Beck,Sophia White,
SP2165,Move present remember.,Jennifer Taylor,Them.,Electronic,13/08/16,191,27,28393807,English,No,Indie,Colton Holmes,Shannon Baker,
SP2166,Weight draw.,Stacy Morris,Answer century.,Hip-Hop,24/04/15,,9,12521729,English,No,Atlantic Records,Daniel Hays,Sean Hill,
SP2167,Feeling guess.,Dr. Jill Bradley,Majority power.,Electronic,13/11/04,280,83,18865984,Italian,Yes,Atlantic Records,Elizabeth Hicks,Timothy Baldwin,
SP2168,Either should simply.,Charles Miller,Across various.,Hip-Hop,08/06/96,208,12,19511317,English,Yes,Universal Music,Kelli Scott,Jesse Snyder,
SP2169,National other discussion.,Jason Morrow,Actually.,Pop,28/01/96,261,26,64646354,English,Yes,Sony Music,Jimmy Johnson,Susan Adkins,
SP2170,Bring simply.,Matthew Sanchez,Four brother.,Pop,13/06/18,129,52,36340820,English,No,Def Jam,Debbie Spencer,Jonathan Benton,
SP2171,Several later family.,Richard Gonzales,Computer.,Pop,22/08/96,298,43,96061860,English,No,Warner Music,Thomas Valencia,Terry Hobbs,
SP2172,Discover fast.,David Glover,Speak federal.,Electronic,09/01/02,241,13,36137743,English,No,Sony Music,Dustin Navarro,Gregory Allen,
SP2173,Church amount participant.,Adrian Pierce,Full.,Hip-Hop,28/03/21,208,17,51467519,English,No,Indie,Robert Harris,Kyle Cervantes,Kimberly Duarte
SP2174,Long win.,Alexander Johnson,Century.,Electronic,19/04/12,182,73,48370492,Spanish,Yes,Atlantic Records,Antonio Andersen,Ashley Garcia,
SP2175,Name will.,Ruben Wilson,Investment structure.,Electronic,16/03/23,254,45,78231418,English,Yes,Indie,Michael Hodges,Amy Livingston,
SP2176,Security us.,Tracy Rich,Human school.,Country,07/06/20,177,30,87100737,English,No,Indie,Patrick Riley,Charles Barrett,
SP2177,Window threat protect.,Patricia Walsh,Past each.,Pop,06/01/20,309,59,38179901,English,No,Atlantic Records,Melissa Chapman,William Duncan,
SP2178,Senior each local.,John Barber,Whether.,Electronic,15/09/10,217,71,23738618,,No,Universal Music,Daniel Crawford,Richard Johnson,
SP2179,Country quickly.,Anthony Clark,Receive.,Jazz,17/05/95,,18,56340933,,No,Sony Music,Ana Sanchez,April Johnson,
SP2180,Campaign.,Phillip Ramsey,Close former.,Pop,18/02/98,226,67,61477468,English,No,Warner Music,Mary King,Brenda Nichols,
SP2181,Yard building.,Summer Wade,Everybody it.,Folk,17/09/97,270,34,93255975,English,No,Indie,Michael Crawford,Kevin Myers,
SP2182,Use send.,Michael Collins,About.,Pop,06/08/16,295,65,1221990,Spanish,Yes,Def Jam,James Rodriguez,Brittany Black,
SP2183,Interview approach.,Stephen Franklin,Believe address.,Hip-Hop,15/02/16,257,3,62079988,English,No,Indie,Barry Smith,Christopher Mitchell,Elizabeth Melton
SP2184,Set popular a prevent.,Jacqueline Dalton,Land.,Hip-Hop,08/06/08,169,97,18789234,English,Yes,Sony Music,David Dunn,Richard Gardner,Michael Miller
SP2185,Figure develop force.,Duane Cruz,Its.,Electronic,07/09/11,195,45,62717825,English,No,Universal Music,James Snow,Becky Li,
SP2186,Bit break.,James Butler,Newspaper.,Electronic,13/12/15,283,70,19073494,English,No,Def Jam,Marcus Collins,Richard Soto,Daniel Griffin
SP2187,His market industry.,Michael Walker,Become.,Hip-Hop,26/09/15,196,26,59538589,Spanish,No,Universal Music,Edward Boyle,Kristin Cooper,
SP2188,Later expert toward.,Brian Thomas,Trip.,Hip-Hop,07/09/98,271,10,369063,German,Yes,Indie,Michael Brown,Edwin Horn,
SP2189,Necessary number far.,Jennifer Alvarez,Discover hold.,Pop,18/05/01,335,3,19601890,English,No,Indie,Darren Jones,Amy Bray,Cynthia Bernard
SP2190,True board.,Marilyn Robles,Save bit.,Country,19/10/14,263,67,82866510,English,No,Atlantic Records,Christopher Gray,Mark Obrien,
SP2191,Week skin early.,Damon Cruz,Show.,Hip-Hop,07/05/08,226,4,93771514,English,No,Universal Music,Sheila James,Cody Robertson,Christopher Bell
SP2192,Can role dark.,April Harmon,Bed.,Hip-Hop,08/01/11,258,12,45241551,German,No,Universal Music,Jeffrey Mendoza,John Powers,Matthew Duncan
SP2193,Throw single.,Jason Fisher MD,Join indicate.,Pop,10/11/01,215,82,77032978,English,Yes,Indie,Dale Avery,Jorge Norton,
SP2194,Education investment work.,James Salazar,Speech able.,Pop,02/10/96,305,21,16278883,Spanish,Yes,Universal Music,Mrs. Tiffany Bush,April Johnson,
SP2195,Red activity.,Susan Griffin,Street.,Pop,21/11/18,254,96,17831032,Spanish,Yes,Universal Music,Rachel Garcia,Jeffrey Hood,
SP2196,Dream get other.,Marie Perry,Peace catch.,Electronic,01/05/95,259,1,99227741,German,No,Universal Music,Melinda Nixon,Ryan Gonzalez,
SP2197,Conference most.,Todd White,Mother.,Reggae,21/02/22,253,49,41298793,English,No,Universal Music,Maurice Smith,Dana Munoz,
SP2198,Data.,Kristy Thornton,Figure.,Classical,12/02/22,208,65,97156106,English,Yes,Universal Music,Phillip Spencer,Scott Gray,Cheryl Page
SP2199,Well measure hour star.,Jessica Robbins,Condition.,Hip-Hop,19/11/02,205,73,93059709,English,Yes,Universal Music,Deborah Flores,Anne Clements,Edward Cooper
SP2200,Reach.,Donald Short,Exist table.,Country,14/11/15,164,34,15925281,,No,Sony Music,Tiffany Ayala,Kristy Martin,Scott Spencer
SP2201,Ok discuss country.,Donald Johnson,Each full.,Jazz,19/10/21,,93,18577318,English,Yes,Universal Music,Joseph King,Terry Brooks DVM,Theresa Mahoney
SP2202,Wrong law despite.,Hector Williams,Only live.,Hip-Hop,30/01/22,209,31,38747633,English,No,Sony Music,Christina Cooley,Amanda Harris,Mr. Evan Johnson
SP2203,Instead rule about.,Michelle Hensley,Project.,Pop,10/01/20,192,40,88354622,English,Yes,Warner Music,Molly Short,Sharon Sanders MD,
SP2204,Theory open.,Anne Shepherd,Laugh.,Pop,03/06/07,169,58,25633543,,No,Warner Music,Lisa Wilson,William Hudson,
SP2205,Nor soon.,Mrs. Tanya Logan,Direction.,Hip-Hop,02/10/99,,77,29771760,English,Yes,Universal Music,Raymond Rangel,John Hobbs,
SP2206,Away account.,Shannon Rodriguez,Its though.,Electronic,11/12/05,230,51,54032307,English,Yes,Atlantic Records,Kelly Conway,Thomas Stark,
SP2207,He administration.,Jeffrey Montes,Write interview.,Folk,25/09/15,313,27,6316971,Korean,Yes,Sony Music,Kristine Sloan,Maureen Jackson,
SP2208,Hour mind.,Dennis Olson,Above Republican.,Country,29/06/97,179,5,61499352,English,No,Universal Music,Christopher Wilson,Julie Garner,
SP2209,Quite.,Maria Marshall,Likely theory.,Hip-Hop,20/04/97,318,22,40447042,English,No,Universal Music,Martha Wilkerson,Amy Smith,
SP2210,Radio agency big.,Cynthia Short,Assume listen.,Electronic,18/06/21,201,51,63273686,Spanish,No,Sony Music,Chad Diaz,Mariah Blanchard,Patrick Bell
SP2211,Morning understand everything.,Christopher Peterson,Might.,Country,03/05/23,232,14,17306555,Korean,Yes,Atlantic Records,Jacob Lynch,Alicia Palmer,Linda Carter
SP2212,Real college.,Jesse Campbell,Develop.,Pop,05/01/15,283,49,59618565,Italian,Yes,Sony Music,Manuel Mack,James Thompson,Christine Williams
SP2213,Short while.,Randy Marshall,Adult hair.,Electronic,06/03/16,263,71,20739994,,Yes,Universal Music,Bethany Rogers,David Bishop,
SP2214,Still remain style simply.,Kevin Watson,Realize whole.,Pop,26/04/19,311,93,67817969,English,Yes,Indie,Carla Leblanc,Julian Ewing,Christine Bird
SP2215,Movement future popular truth.,Jodi Rivera,Street type.,R&B,06/10/07,215,41,93508285,,No,Def Jam,Andrea Nelson,Jose Williams,
SP2216,Wait expect town.,Courtney Francis,White democratic.,Electronic,13/12/98,294,54,16027916,Korean,No,Indie,Debbie Williams,Keith Cox,
SP2217,Artist hair bill.,Nancy Murray DDS,Religious.,Hip-Hop,16/11/19,387,66,67404015,English,Yes,Sony Music,Colton Nguyen,Lindsey Lopez,
SP2218,Whose few test feel.,Todd Lee,Green.,Folk,27/06/97,300,96,70603920,English,No,Indie,Steven Hall,Martha Peters,
SP2219,Hope establish.,Mrs. Wendy Reynolds MD,Pull per.,Jazz,13/03/97,246,40,74801801,English,No,Atlantic Records,Leah Gonzales,Justin Santiago,
SP2220,Per.,Tonya Rodriguez,Usually law.,Pop,30/11/10,295,75,83901919,Korean,No,Universal Music,Sharon Johnson,Jennifer Schmidt,
SP2221,These truth during.,Jorge Carter,Leg toward.,Hip-Hop,04/05/14,270,83,45992907,English,Yes,Universal Music,Taylor Petersen,Randy Peterson,
SP2222,View run result.,Christopher Johnson,Strong take.,Folk,20/08/13,298,7,36582285,English,Yes,Def Jam,Jeremy Griffith,Jonathan Becker,
SP2223,Scene chair provide Mrs.,Jennifer Garcia,Particular.,Electronic,13/05/15,232,7,16640858,English,No,Def Jam,Steven Weber,Adam Brown,
SP2224,Face.,Tina Davis,Central.,Electronic,16/06/02,,47,50786841,English,No,Sony Music,Charles Jones,Danielle Gonzalez,
SP2225,Generation.,Sheila Manning,Baby.,Pop,18/03/96,275,78,18779897,Spanish,Yes,Indie,Jenna Barber,Albert Parker,
SP2226,Listen town.,Arthur Morris,Several total.,Electronic,27/02/00,287,67,41194686,English,No,Universal Music,Jason Jackson DDS,Danny Gordon,
SP2227,Together consumer pressure.,Charles Allen,Night.,Hip-Hop,05/07/19,327,62,26619342,Korean,No,Def Jam,Jennifer Schultz,Leah Nichols,Alyssa Martin
SP2228,Key control trial.,Darrell Knight,Always.,Electronic,17/10/02,129,54,94775758,English,Yes,Indie,Brian Ramsey,James Morris,Denise Valdez
SP2229,You reveal occur.,Thomas Martin,Employee.,Jazz,14/04/97,294,68,85427625,English,No,Universal Music,Sara Robertson,Mary Flowers,Jodi Lopez
SP2230,Stop occur serve.,Julie Lang,Must.,Pop,29/03/98,260,61,18967145,English,Yes,Sony Music,Ivan Wade,Ana Fowler,
SP2231,Return read subject.,Mrs. Gabrielle Johnson,Partner.,Jazz,23/02/11,237,80,21507519,English,Yes,Def Jam,Alexander Anderson,James Nelson,
